countrycode,year,ctfp,rtfpna,rwtfpna
CAN,2016,0.837567687034607,0.986912786960602,0.971542358398438
CAN,2017,0.857621848583221,0.997301816940308,0.992854237556458
CAN,2018,0.851869881153107,0.999647378921509,0.994431257247925
CAN,2019,0.823982775211334,1.00013959407806,0.987060368061066
CAN,2020,0.844265520572662,1.02430558204651,1.00789439678192
CAN,2021,0.814531981945038,1.0,1.0
CAN,2022,0.830101490020752,1.00102639198303,1.01441776752472
CAN,2023,0.809336662292481,0.982741117477417,0.98120242357254
CHE,2012,0.980982720851898,0.954273760318756,1.03015661239624
CHE,2013,0.991228342056274,0.964377164840698,1.01540899276733
CHE,2014,0.962835192680359,0.969626247882843,1.01763224601746
CHE,2015,0.955652713775635,0.961967527866364,1.0124763250351
CHE,2016,0.96303778886795,0.962637484073639,1.00450134277344
CHE,2017,0.932458817958832,0.966078341007233,1.00995922088623
CHE,2018,0.940102458000183,0.979909002780914,1.00744128227234
CHE,2019,0.970151364803314,0.977952718734741,1.01360762119293
CHE,2020,0.919532001018524,0.974069237709045,1.02686023712158
CHE,2021,0.968987941741943,1.0,1.0
CHE,2022,1.01560342311859,1.00999534130096,1.00381970405579
CHE,2023,0.985187411308289,1.00189411640167,1.01000678539276
CHL,2012,0.88348001241684,1.04053974151611,0.982174515724182
CHL,2013,0.856800973415375,1.02323889732361,0.961957097053528
CHL,2014,0.870841562747955,1.0088175535202,0.926594316959381
CHL,2015,0.838957250118256,0.992441356182098,0.916004657745361
CHL,2016,0.829077661037445,0.982088506221771,0.907928287982941
CHL,2017,0.826909303665161,0.971944212913513,0.912030935287476
CHL,2018,0.857908129692078,0.984026730060577,0.932551026344299
CHL,2019,0.871779382228851,0.962496101856232,0.913999378681183
CHL,2020,0.949677646160126,0.963732302188873,0.883841931819916
CHL,2021,0.927749991416931,1.0,1.0
CHL,2022,0.891753673553467,0.955251455307007,0.957232236862183
CHL,2023,0.867329478263855,0.928955614566803,0.889548420906067
COL,2012,0.601872444152832,0.990017950534821,0.950936794281006
COL,2013,0.602393925189972,1.00279486179352,0.970099031925201
COL,2014,0.606947779655457,1.01468193531036,0.995588600635529
COL,2015,0.591379940509796,0.99882847070694,0.974313914775848
COL,2016,0.596156001091003,0.993033587932587,0.960531294345856
COL,2017,0.586375296115875,0.983790576457977,0.949442207813263
COL,2018,0.584969580173492,0.982084095478058,0.956101059913635
COL,2019,0.588321685791016,0.990295648574829,0.971885085105896
COL,2020,0.601228296756744,1.0182021856308,0.994942545890808
COL,2021,0.587187111377716,1.0,1.0
COL,2022,0.606426417827606,1.00089430809021,1.02790582180023
COL,2023,0.589360773563385,0.983163952827454,0.97986775636673
CRI,2012,0.686037063598633,0.940264642238617,0.944752037525177
CRI,2013,0.672533750534058,0.943430006504059,0.949431240558624
CRI,2014,0.703993856906891,0.947829246520996,0.959541440010071
CRI,2015,0.746133267879486,0.942841529846191,0.958672344684601
CRI,2016,0.79375946521759,0.932762801647186,0.94795948266983
CRI,2017,0.833687543869019,0.943022668361664,0.954842329025269
CRI,2018,0.798825085163117,0.958362221717835,0.964031398296356
CRI,2019,0.794795453548431,0.964836001396179,0.949744164943695
CRI,2020,0.7715864777565,1.00614309310913,0.984539091587067
CRI,2021,0.760303497314453,1.0,1.0
CRI,2022,0.749391436576843,0.983364820480347,0.951468348503113
CRI,2023,0.763381540775299,1.03082025051117,0.978389978408814
CZE,2012,0.573081433773041,0.900524437427521,0.868921637535095
CZE,2013,0.558613836765289,0.895004570484161,0.862232148647308
CZE,2014,0.57846200466156,0.903590977191925,0.875391483306885
CZE,2015,0.598225057125092,0.937667191028595,0.912349581718445
CZE,2016,0.602091610431671,0.941122233867645,0.903840005397797
CZE,2017,0.610992014408112,0.973580956459045,0.926303029060364
CZE,2018,0.608225405216217,0.982224941253662,0.947871387004852
CZE,2019,0.635433554649353,1.00642061233521,0.972450852394104
CZE,2020,0.62599128484726,0.99091100692749,0.960286557674408
CZE,2021,0.630007386207581,1.0,1.0
CZE,2022,0.634611427783966,0.997733592987061,1.00232660770416
CZE,2023,0.61664479970932,0.98177295923233,0.960417687892914
DEU,2012,0.967489242553711,0.962337851524353,0.941854596138001
DEU,2013,0.970366656780243,0.962228775024414,0.946471154689789
DEU,2014,0.98620879650116,0.970327973365784,0.950134992599487
DEU,2015,0.981896460056305,0.974166393280029,0.953376531600952
DEU,2016,1.01068162918091,0.984555721282959,0.970010459423065
DEU,2017,1.01617646217346,0.998752593994141,0.982729136943817
DEU,2018,1.01597249507904,0.997346341609955,0.989572763442993
DEU,2019,1.0399796962738,0.998371243476868,0.996155977249146
DEU,2020,1.02575957775116,0.985335111618042,0.992131412029266
DEU,2021,1.02246522903442,1.0,1.0
DEU,2022,1.04185116291046,1.00167214870453,1.01599323749542
DEU,2023,1.02178359031677,0.994192361831665,1.00697147846222
DNK,2012,0.94480162858963,0.94389021396637,0.917718410491943
DNK,2013,0.921462416648865,0.94816380739212,0.922141551971436
DNK,2014,0.921800971031189,0.952769219875336,0.9305140376091
DNK,2015,0.921317040920258,0.957802176475525,0.938644409179688
DNK,2016,0.923668563365936,0.964322865009308,0.947692275047302
DNK,2017,0.924466073513031,0.976810395717621,0.956591606140137
DNK,2018,0.915700674057007,0.983878970146179,0.973829627037048
DNK,2019,0.944548487663269,0.985956192016602,0.967321157455444
DNK,2020,0.945582687854767,0.9782674908638,0.975809335708618
DNK,2021,0.949037492275238,1.0,1.0
DNK,2022,0.950241327285767,0.980614542961121,0.962039351463318
DNK,2023,0.928692936897278,0.988400816917419,0.918677687644959
ESP,2012,0.813597798347473,1.03552436828613,1.02057027816772
ESP,2013,0.796993553638458,1.02987170219421,0.999729514122009
ESP,2014,0.796990096569061,1.03008198738098,1.0055193901062
ESP,2015,0.838108003139496,1.04295206069946,1.02024304866791
ESP,2016,0.846243798732758,1.04708468914032,1.01497197151184
ESP,2017,0.852135539054871,1.05155527591705,1.02153396606445
ESP,2018,0.838613986968994,1.04833316802979,1.025838971138
ESP,2019,0.872556090354919,1.04497504234314,1.01940846443176
ESP,2020,0.821491599082947,0.989767551422119,0.98628968000412
ESP,2021,0.823224008083344,1.0,1.0
ESP,2022,0.850021779537201,1.02528059482574,1.00356793403625
ESP,2023,0.845480561256409,1.03595876693726,1.00427162647247
EST,2012,0.635786294937134,0.873059868812561,0.830073177814484
EST,2013,0.632705807685852,0.870336592197418,0.827680349349976
EST,2014,0.650402426719666,0.888650715351105,0.847930610179901
EST,2015,0.649325549602509,0.880739271640778,0.838643491268158
EST,2016,0.67749959230423,0.895982027053833,0.862913191318512
EST,2017,0.669826507568359,0.914975583553314,0.875832200050354
EST,2018,0.68435126543045,0.941704571247101,0.924341678619385
EST,2019,0.710589528083801,0.958396136760712,0.931546151638031
EST,2020,0.719577550888062,0.947531223297119,0.941623628139496
EST,2021,0.732365131378174,1.0,1.0
EST,2022,0.708570957183838,0.963193237781525,0.963472962379456
EST,2023,0.643145322799683,0.905719637870789,0.920443534851074
FIN,2012,0.838043987751007,1.02239453792572,1.01623284816742
FIN,2013,0.79562771320343,1.01222968101501,1.00642538070679
FIN,2014,0.805471122264862,1.0047926902771,1.00258386135101
FIN,2015,0.828745007514954,1.00066900253296,1.00482273101807
FIN,2016,0.843522310256958,1.01293385028839,1.02350842952728
FIN,2017,0.842765867710114,1.03362023830414,1.02624917030334
FIN,2018,0.817999362945557,1.0184942483902,1.02557909488678
FIN,2019,0.833235502243042,1.01562285423279,1.00495982170105
FIN,2020,0.818583607673645,0.997035562992096,0.99440860748291
FIN,2021,0.800927639007568,1.0,1.0
FIN,2022,0.791334867477417,0.98576158285141,1.00110423564911
FIN,2023,0.77158921957016,0.965718746185303,0.951142966747284
FRA,2012,0.968189775943756,1.03119504451752,1.01068711280823
FRA,2013,0.946403086185455,1.0345253944397,1.01458013057709
FRA,2014,0.951782524585724,1.0354038476944,1.02031528949738
FRA,2015,0.962124168872833,1.0352885723114,1.02453482151032
FRA,2016,0.969068825244904,1.0282586812973,1.02300262451172
FRA,2017,0.952686965465546,1.03806221485138,1.03299593925476
FRA,2018,0.926388502120972,1.03377199172974,1.02687287330627
FRA,2019,0.942259669303894,1.03290498256683,1.02554333209991
FRA,2020,0.918414056301117,0.996694266796112,1.00453400611877
FRA,2021,0.902548909187317,1.0,1.0
FRA,2022,0.910163402557373,0.987862050533295,0.990310192108154
FRA,2023,0.887171685695648,0.981999218463898,0.978258550167084
GBR,2012,0.867291450500488,1.00909698009491,0.996049702167511
GBR,2013,0.840107262134552,1.0080748796463,1.00391018390656
GBR,2014,0.829143106937408,1.01404857635498,1.0218917131424
GBR,2015,0.830129086971283,1.01628375053406,1.02799928188324
GBR,2016,0.847811579704285,1.01578724384308,1.03106689453125
GBR,2017,0.857352077960968,1.02354860305786,1.02870392799377
GBR,2018,0.832993447780609,1.02196455001831,1.02737617492676
GBR,2019,0.842049896717072,1.01816308498383,1.02599287033081
GBR,2020,0.84792160987854,0.972712874412537,0.966335952281952
GBR,2021,0.833309829235077,1.0,1.0
GBR,2022,0.851331949234009,1.01048302650452,1.01200699806213
GBR,2023,0.834241688251495,0.998529374599457,0.995403528213501
GRC,2012,0.558152496814728,1.00428438186646,0.970426321029663
GRC,2013,0.510920941829681,0.987707793712616,0.939437448978424
GRC,2014,0.514782428741455,0.991755306720734,0.940447747707367
GRC,2015,0.543733417987824,1.01057291030884,0.968457162380219
GRC,2016,0.549231290817261,0.990099906921387,0.9566730260849
GRC,2017,0.555604696273804,1.00458669662476,0.96762490272522
GRC,2018,0.533345818519592,0.993777930736542,0.954823195934296
GRC,2019,0.567913830280304,1.0148458480835,0.967843055725098
GRC,2020,0.547064423561096,0.988930940628052,1.0011351108551
GRC,2021,0.555572807788849,1.0,1.0
GRC,2022,0.570555806159973,1.02865409851074,1.04858040809631
GRC,2023,0.576190233230591,1.03926718235016,1.05362069606781
HKG,2012,0.757112503051758,0.940649807453156,0.952173352241516
HKG,2013,0.806768894195557,0.946446418762207,0.966855823993683
HKG,2014,0.692675054073334,0.950423955917358,0.972013235092163
HKG,2015,0.677582740783691,0.951726317405701,0.965087115764618
HKG,2016,0.717899799346924,0.970726132392883,0.988164186477661
HKG,2017,0.65515661239624,0.989625036716461,1.0209846496582
HKG,2018,0.717126369476318,0.998476266860962,1.04577684402466
HKG,2019,0.748314380645752,0.978717863559723,1.00403797626495
HKG,2020,0.753266096115112,0.949915945529938,0.971436202526093
HKG,2021,0.758996427059174,1.0,1.0
HKG,2022,0.749153554439545,0.962235033512116,0.973958134651184
HKG,2023,0.772217392921448,0.978862822055817,1.01766884326935
HUN,2012,0.642587661743164,0.924788415431976,0.87605082988739
HUN,2013,0.62186461687088,0.92772114276886,0.878453135490418
HUN,2014,0.619990587234497,0.927027463912964,0.887423932552338
HUN,2015,0.618526518344879,0.935641944408417,0.880912125110626
HUN,2016,0.603542387485504,0.927076280117035,0.869357645511627
HUN,2017,0.616821885108948,0.946100890636444,0.899387001991272
HUN,2018,0.617260873317719,0.976000189781189,0.943575739860535
HUN,2019,0.640685498714447,1.00137805938721,0.988707363605499
HUN,2020,0.619671404361725,0.969266831874847,0.975557863712311
HUN,2021,0.618837237358093,1.0,1.0
HUN,2022,0.626893699169159,1.01150727272034,1.01140964031219
HUN,2023,0.614613234996796,0.997124016284943,0.952392220497131
IDN,2012,0.469850689172745,0.920500040054321,0.961615979671478
IDN,2013,0.469226598739624,0.959704875946045,0.994285464286804
IDN,2014,0.460409790277481,0.95511257648468,0.989611804485321
IDN,2015,0.439107716083527,0.959296584129334,0.988089323043823
IDN,2016,0.435912907123566,0.975280702114105,0.999644219875336
IDN,2017,0.435884594917297,0.986819267272949,1.01032161712646
IDN,2018,0.454311162233353,1.00606346130371,1.04054272174835
IDN,2019,0.455337792634964,1.00801563262939,1.03276598453522
IDN,2020,0.433058470487595,0.980586409568787,0.988382041454315
IDN,2021,0.441135376691818,1.0,1.0
IDN,2022,0.46332049369812,0.990419328212738,0.975900590419769
IDN,2023,0.449021995067596,0.995515704154968,0.981039583683014
IRL,2012,1.09047949314117,0.796826899051666,1.10487675666809
IRL,2013,1.00985264778137,0.788282692432404,1.04993772506714
IRL,2014,1.03127610683441,0.830963253974915,1.10012626647949
IRL,2015,1.19811725616455,0.970462739467621,1.21191370487213
IRL,2016,1.08625996112823,0.891323149204254,1.27798628807068
IRL,2017,1.03248953819275,0.906294584274292,1.22555708885193
IRL,2018,1.02046024799347,0.925478756427765,1.13265788555145
IRL,2019,0.94402551651001,0.851172506809235,1.4133632183075
IRL,2020,0.97000253200531,0.884511053562164,1.23016321659088
IRL,2021,1.07393205165863,1.0,1.0
IRL,2022,1.16590857505798,1.05003201961517,1.04445970058441
IRL,2023,1.04202938079834,0.975201785564423,1.08865237236023
ISL,2012,0.91019481420517,0.925500273704529,0.833938181400299
ISL,2013,0.861064732074738,0.951778054237366,0.827813923358917
ISL,2014,0.869399309158325,0.952089786529541,0.850867390632629
ISL,2015,0.896621823310852,0.964867651462555,0.877791166305542
ISL,2016,0.860910177230835,0.978552341461182,0.901244342327118
ISL,2017,0.8402059674263,0.983256995677948,0.930511772632599
ISL,2018,0.823070704936981,1.00094592571259,0.944005012512207
ISL,2019,0.897191882133484,1.01408731937408,0.943135440349579
ISL,2020,0.869810044765472,0.970970869064331,0.95371675491333
ISL,2021,0.855087757110596,1.0,1.0
ISL,2022,0.892677307128906,1.02724623680115,1.02196252346039
ISL,2023,0.908158481121063,1.04041087627411,1.00153911113739
ISR,2012,0.7531578540802,0.951151013374329,0.930634498596191
ISR,2013,0.695297539234161,0.956913530826569,0.923380315303803
ISR,2014,0.696329474449158,0.961008787155151,0.9318488240242
ISR,2015,0.729307532310486,0.955808699131012,0.932534396648407
ISR,2016,0.74736487865448,0.951289236545563,0.948936104774475
ISR,2017,0.74693375825882,0.955510199069977,0.952299058437347
ISR,2018,0.710604250431061,0.957756161689758,0.958729982376099
ISR,2019,0.709877490997315,0.965644598007202,0.969334900379181
ISR,2020,0.738076031208038,0.970708549022675,0.959506273269653
ISR,2021,0.732106268405914,1.0,1.0
ISR,2022,0.727882444858551,0.997690141201019,1.00592601299286
ISR,2023,0.7236447930336,0.979121923446655,0.972322523593903
ITA,2012,0.795877695083618,1.03151965141296,1.02425062656403
ITA,2013,0.759085476398468,1.02386212348938,1.00815653800964
ITA,2014,0.760480761528015,1.02057027816772,1.00716543197632
ITA,2015,0.753653764724731,1.02009105682373,1.01202011108398
ITA,2016,0.760622560977936,1.017045378685,1.01294302940369
ITA,2017,0.76662665605545,1.01994824409485,1.01577413082123
ITA,2018,0.760494709014893,1.01500141620636,1.01282835006714
ITA,2019,0.79116553068161,1.01144313812256,1.00219750404358
ITA,2020,0.774290323257446,0.980948805809021,0.977640092372894
ITA,2021,0.775391042232513,1.0,1.0
ITA,2022,0.787011504173279,1.00825369358063,1.01727497577667
ITA,2023,0.756977319717407,0.986916899681091,0.991654932498932
JPN,2012,0.68524569272995,1.00146508216858,1.01050055027008
JPN,2013,0.694311916828156,1.01748061180115,1.03022003173828
JPN,2014,0.67695963382721,1.01058149337769,1.02319872379303
JPN,2015,0.701235353946686,1.01847016811371,1.02612769603729
JPN,2016,0.686388552188873,1.01634430885315,1.0189528465271
JPN,2017,0.680302202701569,1.02103507518768,1.0181325674057
JPN,2018,0.668954372406006,1.01808106899261,1.0150363445282
JPN,2019,0.657060921192169,1.01419842243195,1.01571440696716
JPN,2020,0.64131236076355,0.985454976558685,0.995511770248413
JPN,2021,0.633846640586853,1.0,1.0
JPN,2022,0.640356779098511,0.997666299343109,1.00260019302368
JPN,2023,0.639849066734314,1.00498747825623,0.999784290790558
KOR,2012,0.667213797569275,0.956438481807709,0.953997910022736
KOR,2013,0.620577394962311,0.961220502853394,0.948274195194244
KOR,2014,0.622738361358643,0.965267717838287,0.949266850948334
KOR,2015,0.659733355045319,0.962718307971954,0.956508994102478
KOR,2016,0.668592691421509,0.968788385391235,0.972814738750458
KOR,2017,0.663235127925873,0.980870187282562,1.00327467918396
KOR,2018,0.66531902551651,0.993110656738281,1.00827360153198
KOR,2019,0.666869461536408,0.99475109577179,1.00441598892212
KOR,2020,0.672617256641388,0.987356901168823,0.991205513477325
KOR,2021,0.674871742725372,1.0,1.0
KOR,2022,0.686116337776184,0.99735951423645,0.997855424880981
KOR,2023,0.660838425159454,0.976855278015137,0.977034509181976
LTU,2012,0.775237143039703,0.866788983345032,0.907902121543884
LTU,2013,0.746126055717468,0.88911908864975,0.920912563800812
LTU,2014,0.756359398365021,0.89932918548584,0.932160258293152
LTU,2015,0.752126097679138,0.895632982254028,0.972705781459808
LTU,2016,0.747375667095184,0.886399984359741,0.95734840631485
LTU,2017,0.761875689029694,0.925027072429657,0.983375787734985
LTU,2018,0.760398387908936,0.941887974739075,0.994715452194214
LTU,2019,0.789149880409241,0.96184378862381,0.986488461494446
LTU,2020,0.793417870998383,0.976898074150085,0.969011306762695
LTU,2021,0.818820059299469,1.0,1.0
LTU,2022,0.789972722530365,0.972163021564484,0.970630884170532
LTU,2023,0.762114226818085,0.939469873905182,0.922224640846252
LUX,2012,0.819947421550751,1.0211569070816,1.01382911205292
LUX,2013,0.799787998199463,1.02207851409912,0.999306321144104
LUX,2014,0.866558730602264,1.00685453414917,1.00170016288757
LUX,2015,0.953681409358978,1.02462160587311,1.01836490631104
LUX,2016,0.979903221130371,1.0420298576355,0.997821807861328
LUX,2017,1.02851486206055,1.02022051811218,1.00693988800049
LUX,2018,0.964015781879425,1.00282633304596,0.981250584125519
LUX,2019,1.00860631465912,0.9958216547966,0.993060827255249
LUX,2020,0.990028738975525,0.988051235675812,0.954515218734741
LUX,2021,0.984745919704437,1.0,1.0
LUX,2022,0.936615467071533,0.982728779315949,0.958527207374573
LUX,2023,0.925260543823242,0.946880161762238,0.955662548542023
LVA,2012,0.52964174747467,0.859819889068604,0.833931624889374
LVA,2013,0.538461804389954,0.860553622245789,0.829487562179565
LVA,2014,0.552632093429565,0.877110302448273,0.827963590621948
LVA,2015,0.570120573043823,0.909331262111664,0.847141027450562
LVA,2016,0.583220422267914,0.929201602935791,0.867569983005524
LVA,2017,0.601383686065674,0.956206321716309,0.903771221637726
LVA,2018,0.597360670566559,0.96942412853241,0.927096903324127
LVA,2019,0.61558610200882,0.954732358455658,0.927891552448273
LVA,2020,0.618404924869537,0.950158536434174,0.918550312519074
LVA,2021,0.619988143444061,1.0,1.0
LVA,2022,0.617434084415436,0.996461510658264,0.989037036895752
LVA,2023,0.626957178115845,1.00154221057892,1.01046097278595
MEX,2012,0.73526930809021,1.09892416000366,1.13080394268036
MEX,2013,0.691956460475922,1.08203828334808,1.11421716213226
MEX,2014,0.697380423545837,1.08731949329376,1.1140969991684
MEX,2015,0.696178138256073,1.08345293998718,1.11209273338318
MEX,2016,0.704319059848785,1.07127821445465,1.09901535511017
MEX,2017,0.688627481460571,1.06555926799774,1.08508110046387
MEX,2018,0.68953138589859,1.05838358402252,1.06937098503113
MEX,2019,0.678450226783752,1.0322597026825,1.04107093811035
MEX,2020,0.676690697669983,0.977147042751312,0.960073232650757
MEX,2021,0.68701308965683,1.0,1.0
MEX,2022,0.685170233249664,0.994988083839417,1.00786209106445
MEX,2023,0.663546800613403,1.0007426738739,1.04412710666657
NLD,2012,0.954221665859222,0.996613681316376,0.996628999710083
NLD,2013,0.968288242816925,0.994007349014282,0.989716470241547
NLD,2014,0.937275111675263,1.00032937526703,0.982938051223755
NLD,2015,0.946681141853333,1.00062739849091,1.02920794487
NLD,2016,0.951147556304932,1.00203740596771,0.99596518278122
NLD,2017,0.958522796630859,1.00662899017334,1.00084829330444
NLD,2018,0.958754658699036,1.00393080711365,0.999876260757446
NLD,2019,0.979265511035919,0.999673545360565,1.00555145740509
NLD,2020,0.968112528324127,0.976858854293823,0.979889750480652
NLD,2021,0.987884402275085,1.0,1.0
NLD,2022,1.01960813999176,1.01506805419922,1.0152884721756
NLD,2023,0.986704468727112,0.996724307537079,0.985496520996094
NOR,2012,1.35577142238617,1.03517317771912,1.03900372982025
NOR,2013,1.25380313396454,1.02669537067413,1.05652892589569
NOR,2014,1.19825983047485,1.02618193626404,1.0480899810791
NOR,2015,1.05882596969605,1.02973687648773,1.04244601726532
NOR,2016,1.00762760639191,1.02429831027985,1.04289245605469
NOR,2017,1.04057419300079,1.03251612186432,1.05236709117889
NOR,2018,1.09137499332428,1.01751840114594,1.04841661453247
NOR,2019,1.09686577320099,1.00314593315125,1.04408180713654
NOR,2020,1.07818686962128,0.987697005271912,1.00092577934265
NOR,2021,1.16277384757996,1.0,1.0
NOR,2022,1.18848633766174,0.998436391353607,1.02156794071198
NOR,2023,1.07658386230469,0.980952680110931,0.999416053295136
NZL,2012,0.898932099342346,1.01177513599396,0.93157285451889
NZL,2013,0.834184288978577,0.990889966487885,0.93283212184906
NZL,2014,0.826346337795258,0.98473048210144,0.934037983417511
NZL,2015,0.850055575370789,0.993432343006134,0.933230876922607
NZL,2016,0.878154993057251,0.995882749557495,0.943667411804199
NZL,2017,0.891391456127167,0.992282271385193,0.949604749679565
NZL,2018,0.872705638408661,0.995964467525482,0.956590473651886
NZL,2019,0.887366354465485,0.984908521175385,0.949254095554352
NZL,2020,0.905764997005463,0.975765228271484,0.946092784404755
NZL,2021,0.898066580295563,1.0,1.0
NZL,2022,0.899524629116058,0.99078357219696,0.988579630851746
NZL,2023,0.879313111305237,0.967833995819092,0.942722916603088
PER,2012,0.548138976097107,1.10623824596405,1.08837425708771
PER,2013,0.527143001556397,1.10641896724701,1.09657430648804
PER,2014,0.50382661819458,1.07780575752258,1.07620704174042
PER,2015,0.480925142765045,1.06816065311432,1.0601133108139
PER,2016,0.473226875066757,1.07538378238678,1.04382038116455
PER,2017,0.463740020990372,1.06674265861511,1.03177082538605
PER,2018,0.461141616106033,1.07237017154694,1.03722596168518
PER,2019,0.4547438621521,1.05596232414246,1.02560973167419
PER,2020,0.40755957365036,0.922110736370087,0.900692760944367
PER,2021,0.442723006010056,1.0,1.0
PER,2022,0.438232123851776,0.983376979827881,0.982361674308777
PER,2023,0.422392159700394,0.962297022342682,0.945074260234833
POL,2012,0.929445266723633,0.939667046070099,0.945563495159149
POL,2013,0.897220611572266,0.931506931781769,0.924118995666504
POL,2014,0.890875935554504,0.935447514057159,0.942744493484497
POL,2015,0.902128159999847,0.942964136600494,0.946009039878845
POL,2016,0.903346717357636,0.948253870010376,0.944886326789856
POL,2017,0.912999272346497,0.979740023612976,0.978466808795929
POL,2018,0.938317537307739,1.02473855018616,1.02700769901276
POL,2019,0.970129013061523,1.03156626224518,1.02299988269806
POL,2020,0.942002832889557,0.98677521944046,0.971285223960877
POL,2021,0.956001460552216,1.0,1.0
POL,2022,1.00562870502472,1.03677296638489,1.03265523910522
POL,2023,0.965797245502472,1.01266515254974,0.97642058134079
PRT,2012,0.722943544387817,1.01859593391418,0.968704998493195
PRT,2013,0.686546146869659,1.01946425437927,0.960310101509094
PRT,2014,0.670670509338379,1.01067495346069,0.964282333850861
PRT,2015,0.691330075263977,1.00976061820984,0.969305455684662
PRT,2016,0.687259018421173,1.0108437538147,0.972139298915863
PRT,2017,0.686787843704224,1.01820242404938,0.97673237323761
PRT,2018,0.686461865901947,1.01892864704132,0.979614853858948
PRT,2019,0.721282958984375,1.0285906791687,0.993586122989655
PRT,2020,0.697086870670319,0.987152874469757,0.985139429569244
PRT,2021,0.691764056682587,1.0,1.0
PRT,2022,0.707265019416809,1.02108681201935,0.999556720256805
PRT,2023,0.712884366512299,1.02879595756531,0.999370932579041
RUS,2012,0.613840997219086,0.922812044620514,0.979704558849335
RUS,2013,0.548036694526672,0.933326244354248,0.987449169158936
RUS,2014,0.557557642459869,0.935588479042053,0.974132776260376
RUS,2015,0.509986460208893,0.923041641712189,0.893217623233795
RUS,2016,0.505136251449585,0.923141062259674,0.880135893821716
RUS,2017,0.536635100841522,0.93746030330658,0.913945853710175
RUS,2018,0.530651330947876,0.958951592445374,0.928950965404511
RUS,2019,0.541039228439331,0.979481756687164,0.95743590593338
RUS,2020,0.525722980499268,0.981372594833374,0.94620007276535
RUS,2021,0.520078778266907,1.0,1.0
RUS,2022,0.512681305408478,0.968100130558014,0.98275750875473
RUS,2023,0.513980209827423,0.975467205047607,1.04306924343109
SGP,2012,0.821268022060394,1.00673341751099,1.08381628990173
SGP,2013,0.770106792449951,0.999832153320313,1.07372772693634
SGP,2014,0.797481060028076,0.994693219661713,1.04728126525879
SGP,2015,0.811254322528839,0.990814864635468,1.01177477836609
SGP,2016,0.834289312362671,0.996704936027527,1.03646445274353
